item1,item2,correlation
answered,tea,0.7745966692414833
dedalus,tea,0.2927700218845599
hall,tea,0.4666666666666667
cried,tea,0.4666666666666667
home,tea,0.4666666666666667
caught,tea,1
ran,tea,0.4666666666666667
sky,tea,0.74535599249993
hat,tea,0.4879500364742666
windows,tea,0.4879500364742666
water,tea,0.74535599249993
sitting,tea,0.74535599249993
woman,tea,0.4879500364742666
remember,tea,0.4879500364742666
feel,tea,0.4879500364742666
talking,tea,0.74535599249993
top,tea,0.7745966692414833
matter,tea,1
pink,tea,0.74535599249993
world,tea,0.74535599249993
sat,tea,0.4879500364742666
people,tea,0.4879500364742666
corner,tea,0.74535599249993
moment,tea,0.4879500364742666
wall,tea,0.74535599249993
person,tea,0.7745966692414833
real,tea,0.4666666666666667
house,tea,0.4879500364742666
memory,tea,0.74535599249993
child,tea,1
morning,tea,0.4879500364742666
country,tea,0.74535599249993
women,tea,0.4879500364742666
talk,tea,0.74535599249993
understand,tea,1
spoke,tea,0.4666666666666667
call,tea,0.7745966692414833
fell,tea,0.74535599249993
letter,tea,0.4666666666666667
that’s,tea,0.2581988897471611
late,tea,0.74535599249993
chair,tea,0.74535599249993
smiling,tea,0.7745966692414833
smiled,tea,0.4666666666666667
sit,tea,0.4879500364742666
pleasure,tea,0.7745966692414833
street,tea,0.4879500364742666
poor,tea,0.4879500364742666
set,tea,0.4666666666666667
church,tea,0.4666666666666667
silence,tea,0.74535599249993
fine,tea,0.4666666666666667
mind,tea,0.4879500364742666
happened,tea,0.7745966692414833
couldn’t,tea,0.44721359549995793
suddenly,tea,0.74535599249993
taking,tea,0.74535599249993
life,tea,0.4879500364742666
feeling,tea,0.7745966692414833
sin,tea,0.7745966692414833
arm,tea,0.4666666666666667
half,tea,0.4879500364742666
front,tea,0.7745966692414833
saint,tea,0.2581988897471611
family,tea,0.7745966692414833
times,tea,1
appeared,tea,1
aunt,tea,1
josephine,tea,0.44721359549995793
smile,tea,1
idea,tea,0.7745966692414833
simply,tea,0.4666666666666667
form,tea,1
girls,tea,0.74535599249993
sense,tea,0.4666666666666667
afternoon,tea,0.74535599249993
cranly,tea,0.2927700218845599
flanders,tea,0.44721359549995793
de,tea,0.2581988897471611
combray,tea,0.2927700218845599
mme,tea,0.2927700218845599
sort,tea,0.4666666666666667
françoise,tea,0.2927700218845599
swann,tea,0.2927700218845599
verdurin,tea,0.2927700218845599
odette,tea,0.2927700218845599
jacob,tea,0.44721359549995793
kezia,tea,0.2927700218845599
coming,woman,0.6546536707079771
road,woman,0.6546536707079771
boy,woman,0.4879500364742666
father,woman,0.4879500364742666
told,woman,0.6546536707079771
looked,woman,0.6546536707079771
rose,woman,0.9999999999999998
warm,woman,0.4879500364742666
mother,woman,0.3779644730092272
brought,woman,0.6546536707079771
paper,woman,0.6546536707079771
table,woman,0.9999999999999998
boys,woman,0.3779644730092272
evening,woman,0.9999999999999998
sight,woman,0.4879500364742666
body,woman,0.4879500364742666
called,woman,0.4879500364742666
answered,woman,0.3779644730092272
nice,woman,0.6546536707079771
hall,woman,0.4879500364742666
cried,woman,0.4879500364742666
home,woman,0.4879500364742666
caught,woman,0.4879500364742666
ran,woman,0.4879500364742666
sky,woman,0.6546536707079771
hat,woman,0.9999999999999998
windows,woman,0.9999999999999998
water,woman,0.6546536707079771
sitting,woman,0.6546536707079771
waiting,woman,0.6546536707079771
tea,woman,0.4879500364742666
dinner,woman,0.6546536707079771
walked,woman,0.6546536707079771
remember,woman,0.9999999999999998
feel,woman,0.9999999999999998
talking,woman,0.6546536707079771
top,woman,0.3779644730092272
thinking,woman,0.6546536707079771
passed,woman,0.6546536707079771
matter,woman,0.4879500364742666
pink,woman,0.6546536707079771
world,woman,0.6546536707079771
sat,woman,0.9999999999999998
people,woman,0.9999999999999998
don’t,woman,0.2927700218845599
corner,woman,0.6546536707079771
moment,woman,0.9999999999999998
wall,woman,0.6546536707079771
god,woman,0.6546536707079771
person,woman,0.3779644730092272
real,woman,0.4879500364742666
house,woman,0.9999999999999998
memory,woman,0.6546536707079771
child,woman,0.4879500364742666
morning,woman,0.9999999999999998
country,woman,0.6546536707079771
women,woman,0.9999999999999998
stood,woman,0.6546536707079771
talk,woman,0.6546536707079771
didn’t,woman,0.2927700218845599
i’m,woman,0.2927700218845599
understand,woman,0.4879500364742666
spoke,woman,0.4879500364742666
call,woman,0.3779644730092272
it’s,woman,0.2927700218845599
fell,woman,0.6546536707079771
letter,woman,0.4879500364742666
that’s,woman,0.3779644730092272
late,woman,0.6546536707079771
chair,woman,0.6546536707079771
smiling,woman,0.3779644730092272
smiled,woman,0.4879500364742666
can’t,woman,0.2927700218845599
sit,woman,0.9999999999999998
pleasure,woman,0.3779644730092272
street,woman,0.9999999999999998
poor,woman,0.9999999999999998
set,woman,0.4879500364742666
church,woman,0.4879500364742666
silence,woman,0.6546536707079771
fine,woman,0.4879500364742666
mind,woman,0.9999999999999998
happened,woman,0.3779644730092272
children,woman,0.6546536707079771
couldn’t,woman,0.21821789023599236
suddenly,woman,0.6546536707079771
girl,woman,0.6546536707079771
taking,woman,0.6546536707079771
life,woman,0.9999999999999998
feeling,woman,0.3779644730092272
sin,woman,0.3779644730092272
arm,woman,0.4879500364742666
half,woman,0.9999999999999998
front,woman,0.3779644730092272
saint,woman,0.3779644730092272
family,woman,0.3779644730092272
times,woman,0.4879500364742666
appeared,woman,0.4879500364742666
carriage,woman,0.6546536707079771
aunt,woman,0.4879500364742666
josephine,woman,0.21821789023599236
smile,woman,0.4879500364742666
idea,woman,0.3779644730092272
simply,woman,0.4879500364742666
form,woman,0.4879500364742666
girls,woman,0.6546536707079771
sense,woman,0.4879500364742666
afternoon,woman,0.6546536707079771
flanders,woman,0.21821789023599236
de,woman,0.3779644730092272
sort,woman,0.4879500364742666
miss,woman,0.6546536707079771
jacob,woman,0.21821789023599236
i’ve,woman,0.21821789023599236
blue,dinner,0.3333333333333333
heart,dinner,0.6546536707079771
death,dinner,0.6546536707079771
found,dinner,0.3333333333333333
fellow,dinner,0.3333333333333333
dear,dinner,0.6546536707079771
day,dinner,0.6546536707079771
play,dinner,0.3333333333333333
book,dinner,0.6546536707079771
read,dinner,0.6546536707079771
fire,dinner,0.3333333333333333
desire,dinner,0.3333333333333333
run,dinner,0.3333333333333333
word,dinner,0.6546536707079771
words,dinner,0.6546536707079771
round,dinner,0.6546536707079771
rest,dinner,0.3333333333333333
sun,dinner,0.6546536707079771
sound,dinner,0.3333333333333333
beauty,dinner,0.3333333333333333
standing,dinner,0.3333333333333333
speak,dinner,0.6546536707079771
cold,dinner,0.3333333333333333
coming,dinner,0.3333333333333333
road,dinner,1
boy,dinner,0.74535599249993
father,dinner,0.74535599249993
told,dinner,1
looked,dinner,0.3333333333333333
rose,dinner,0.6546536707079771
warm,dinner,0.74535599249993
mother,dinner,0.5773502691896257
brought,dinner,0.3333333333333333
paper,dinner,0.3333333333333333
table,dinner,0.6546536707079771
stephen,dinner,0.21821789023599236
boys,dinner,0.5773502691896257
evening,dinner,0.6546536707079771
sight,dinner,0.74535599249993
called,dinner,0.74535599249993
answered,dinner,0.5773502691896257
dedalus,dinner,0.21821789023599236
nice,dinner,1
hall,dinner,0.74535599249993
cried,dinner,0.74535599249993
home,dinner,0.74535599249993
ran,dinner,0.74535599249993
sky,dinner,0.3333333333333333
hat,dinner,0.6546536707079771
windows,dinner,0.6546536707079771
water,dinner,0.3333333333333333
sitting,dinner,0.3333333333333333
waiting,dinner,1
woman,dinner,0.6546536707079771
walked,dinner,1
remember,dinner,0.6546536707079771
feel,dinner,0.6546536707079771
talking,dinner,0.3333333333333333
top,dinner,0.5773502691896257
thinking,dinner,1
passed,dinner,1
pink,dinner,0.3333333333333333
world,dinner,0.3333333333333333
sat,dinner,0.6546536707079771
people,dinner,0.6546536707079771
don’t,dinner,0.44721359549995793
corner,dinner,0.3333333333333333
moment,dinner,0.6546536707079771
wall,dinner,0.3333333333333333
god,dinner,1
person,dinner,0.5773502691896257
real,dinner,0.74535599249993
house,dinner,0.6546536707079771
memory,dinner,0.3333333333333333
morning,dinner,0.6546536707079771
country,dinner,0.3333333333333333
women,dinner,0.6546536707079771
stood,dinner,1
talk,dinner,0.3333333333333333
didn’t,dinner,0.44721359549995793
i’m,dinner,0.44721359549995793
spoke,dinner,0.74535599249993
call,dinner,0.5773502691896257
it’s,dinner,0.44721359549995793
fell,dinner,0.3333333333333333
letter,dinner,0.74535599249993
late,dinner,0.3333333333333333
chair,dinner,0.3333333333333333
smiling,dinner,0.5773502691896257
smiled,dinner,0.74535599249993
can’t,dinner,0.44721359549995793
sit,dinner,0.6546536707079771
pleasure,dinner,0.5773502691896257
street,dinner,0.6546536707079771
poor,dinner,0.6546536707079771
set,dinner,0.74535599249993
church,dinner,0.74535599249993
silence,dinner,0.3333333333333333
fine,dinner,0.74535599249993
mind,dinner,0.6546536707079771
happened,dinner,0.5773502691896257
children,dinner,1
couldn’t,dinner,0.3333333333333333
suddenly,dinner,0.3333333333333333
girl,dinner,1
taking,dinner,0.3333333333333333
life,dinner,0.6546536707079771
feeling,dinner,0.5773502691896257
sin,dinner,0.5773502691896257
arm,dinner,0.74535599249993
half,dinner,0.6546536707079771
front,dinner,0.5773502691896257
saint,dinner,0.5773502691896257
family,dinner,0.5773502691896257
carriage,dinner,1
josephine,dinner,0.3333333333333333
idea,dinner,0.5773502691896257
simply,dinner,0.74535599249993
girls,dinner,0.3333333333333333
sense,dinner,0.74535599249993
afternoon,dinner,0.3333333333333333
cranly,dinner,0.21821789023599236
flanders,dinner,0.3333333333333333
de,dinner,0.5773502691896257
combray,dinner,0.21821789023599236
mme,dinner,0.21821789023599236
françoise,dinner,0.21821789023599236
swann,dinner,0.21821789023599236
miss,dinner,0.3333333333333333
verdurin,dinner,0.21821789023599236
odette,dinner,0.21821789023599236
jacob,dinner,0.3333333333333333
i’ve,dinner,0.3333333333333333
kezia,dinner,0.21821789023599236
blue,walked,0.3333333333333333
heart,walked,0.6546536707079771
death,walked,0.6546536707079771
found,walked,0.3333333333333333
fellow,walked,0.3333333333333333
dear,walked,0.6546536707079771
day,walked,0.6546536707079771
play,walked,0.3333333333333333
book,walked,0.6546536707079771
read,walked,0.6546536707079771
fire,walked,0.3333333333333333
desire,walked,0.3333333333333333
run,walked,0.3333333333333333
word,walked,0.6546536707079771
words,walked,0.6546536707079771
round,walked,0.6546536707079771
rest,walked,0.3333333333333333
sun,walked,0.6546536707079771
sound,walked,0.3333333333333333
beauty,walked,0.3333333333333333
standing,walked,0.3333333333333333
speak,walked,0.6546536707079771
cold,walked,0.3333333333333333
coming,walked,0.3333333333333333
road,walked,1
boy,walked,0.74535599249993
father,walked,0.74535599249993
told,walked,1
looked,walked,0.3333333333333333
rose,walked,0.6546536707079771
warm,walked,0.74535599249993
mother,walked,0.5773502691896257
brought,walked,0.3333333333333333
paper,walked,0.3333333333333333
table,walked,0.6546536707079771
stephen,walked,0.21821789023599236
boys,walked,0.5773502691896257
evening,walked,0.6546536707079771
sight,walked,0.74535599249993
called,walked,0.74535599249993
answered,walked,0.5773502691896257
dedalus,walked,0.21821789023599236
nice,walked,1
hall,walked,0.74535599249993
cried,walked,0.74535599249993
home,walked,0.74535599249993
ran,walked,0.74535599249993
sky,walked,0.3333333333333333
hat,walked,0.6546536707079771
windows,walked,0.6546536707079771
water,walked,0.3333333333333333
sitting,walked,0.3333333333333333
waiting,walked,1
woman,walked,0.6546536707079771
dinner,walked,1
remember,walked,0.6546536707079771
feel,walked,0.6546536707079771
talking,walked,0.3333333333333333
top,walked,0.5773502691896257
thinking,walked,1
passed,walked,1
pink,walked,0.3333333333333333
world,walked,0.3333333333333333
sat,walked,0.6546536707079771
people,walked,0.6546536707079771
don’t,walked,0.44721359549995793
corner,walked,0.3333333333333333
moment,walked,0.6546536707079771
wall,walked,0.3333333333333333
god,walked,1
person,walked,0.5773502691896257
real,walked,0.74535599249993
house,walked,0.6546536707079771
memory,walked,0.3333333333333333
morning,walked,0.6546536707079771
country,walked,0.3333333333333333
women,walked,0.6546536707079771
stood,walked,1
talk,walked,0.3333333333333333
didn’t,walked,0.44721359549995793
i’m,walked,0.44721359549995793
spoke,walked,0.74535599249993
call,walked,0.5773502691896257
it’s,walked,0.44721359549995793
fell,walked,0.3333333333333333
letter,walked,0.74535599249993
late,walked,0.3333333333333333
chair,walked,0.3333333333333333
smiling,walked,0.5773502691896257
smiled,walked,0.74535599249993
can’t,walked,0.44721359549995793
sit,walked,0.6546536707079771
pleasure,walked,0.5773502691896257
street,walked,0.6546536707079771
poor,walked,0.6546536707079771
set,walked,0.74535599249993
church,walked,0.74535599249993
silence,walked,0.3333333333333333
fine,walked,0.74535599249993
mind,walked,0.6546536707079771
happened,walked,0.5773502691896257
children,walked,1
couldn’t,walked,0.3333333333333333
suddenly,walked,0.3333333333333333
girl,walked,1
taking,walked,0.3333333333333333
life,walked,0.6546536707079771
feeling,walked,0.5773502691896257
sin,walked,0.5773502691896257
arm,walked,0.74535599249993
half,walked,0.6546536707079771
front,walked,0.5773502691896257
saint,walked,0.5773502691896257
family,walked,0.5773502691896257
carriage,walked,1
josephine,walked,0.3333333333333333
idea,walked,0.5773502691896257
simply,walked,0.74535599249993
girls,walked,0.3333333333333333
sense,walked,0.74535599249993
afternoon,walked,0.3333333333333333
cranly,walked,0.21821789023599236
flanders,walked,0.3333333333333333
de,walked,0.5773502691896257
combray,walked,0.21821789023599236
mme,walked,0.21821789023599236
françoise,walked,0.21821789023599236
swann,walked,0.21821789023599236
miss,walked,0.3333333333333333
verdurin,walked,0.21821789023599236
odette,walked,0.21821789023599236
jacob,walked,0.3333333333333333
i’ve,walked,0.3333333333333333
kezia,walked,0.21821789023599236
coming,remember,0.6546536707079771
road,remember,0.6546536707079771
boy,remember,0.4879500364742666
father,remember,0.4879500364742666
told,remember,0.6546536707079771
looked,remember,0.6546536707079771
rose,remember,0.9999999999999998
warm,remember,0.4879500364742666
mother,remember,0.3779644730092272
brought,remember,0.6546536707079771
paper,remember,0.6546536707079771
table,remember,0.9999999999999998
boys,remember,0.3779644730092272
evening,remember,0.9999999999999998
sight,remember,0.4879500364742666
body,remember,0.4879500364742666
called,remember,0.4879500364742666
answered,remember,0.3779644730092272
nice,remember,0.6546536707079771
hall,remember,0.4879500364742666
cried,remember,0.4879500364742666
home,remember,0.4879500364742666
caught,remember,0.4879500364742666
ran,remember,0.4879500364742666
sky,remember,0.6546536707079771
hat,remember,0.9999999999999998
windows,remember,0.9999999999999998
water,remember,0.6546536707079771
sitting,remember,0.6546536707079771
waiting,remember,0.6546536707079771
tea,remember,0.4879500364742666
woman,remember,0.9999999999999998
dinner,remember,0.6546536707079771
walked,remember,0.6546536707079771
feel,remember,0.9999999999999998
talking,remember,0.6546536707079771
top,remember,0.3779644730092272
thinking,remember,0.6546536707079771
passed,remember,0.6546536707079771
matter,remember,0.4879500364742666
pink,remember,0.6546536707079771
world,remember,0.6546536707079771
sat,remember,0.9999999999999998
people,remember,0.9999999999999998
don’t,remember,0.2927700218845599
corner,remember,0.6546536707079771
moment,remember,0.9999999999999998
wall,remember,0.6546536707079771
god,remember,0.6546536707079771
person,remember,0.3779644730092272
real,remember,0.4879500364742666
house,remember,0.9999999999999998
memory,remember,0.6546536707079771
child,remember,0.4879500364742666
morning,remember,0.9999999999999998
country,remember,0.6546536707079771
women,remember,0.9999999999999998
stood,remember,0.6546536707079771
talk,remember,0.6546536707079771
didn’t,remember,0.2927700218845599
i’m,remember,0.2927700218845599
understand,remember,0.4879500364742666
spoke,remember,0.4879500364742666
call,remember,0.3779644730092272
it’s,remember,0.2927700218845599
fell,remember,0.6546536707079771
letter,remember,0.4879500364742666
that’s,remember,0.3779644730092272
late,remember,0.6546536707079771
chair,remember,0.6546536707079771
smiling,remember,0.3779644730092272
smiled,remember,0.4879500364742666
can’t,remember,0.2927700218845599
sit,remember,0.9999999999999998
pleasure,remember,0.3779644730092272
street,remember,0.9999999999999998
poor,remember,0.9999999999999998
set,remember,0.4879500364742666
church,remember,0.4879500364742666
silence,remember,0.6546536707079771
fine,remember,0.4879500364742666
mind,remember,0.9999999999999998
happened,remember,0.3779644730092272
children,remember,0.6546536707079771
couldn’t,remember,0.21821789023599236
suddenly,remember,0.6546536707079771
girl,remember,0.6546536707079771
taking,remember,0.6546536707079771
life,remember,0.9999999999999998
feeling,remember,0.3779644730092272
sin,remember,0.3779644730092272
arm,remember,0.4879500364742666
half,remember,0.9999999999999998
front,remember,0.3779644730092272
saint,remember,0.3779644730092272
family,remember,0.3779644730092272
times,remember,0.4879500364742666
appeared,remember,0.4879500364742666
carriage,remember,0.6546536707079771
aunt,remember,0.4879500364742666
josephine,remember,0.21821789023599236
smile,remember,0.4879500364742666
idea,remember,0.3779644730092272
simply,remember,0.4879500364742666
form,remember,0.4879500364742666
girls,remember,0.6546536707079771
sense,remember,0.4879500364742666
afternoon,remember,0.6546536707079771
flanders,remember,0.21821789023599236
de,remember,0.3779644730092272
sort,remember,0.4879500364742666
miss,remember,0.6546536707079771
jacob,remember,0.21821789023599236
i’ve,remember,0.21821789023599236
coming,feel,0.6546536707079771
road,feel,0.6546536707079771
boy,feel,0.4879500364742666
father,feel,0.4879500364742666
told,feel,0.6546536707079771
looked,feel,0.6546536707079771
rose,feel,0.9999999999999998
warm,feel,0.4879500364742666
mother,feel,0.3779644730092272
brought,feel,0.6546536707079771
paper,feel,0.6546536707079771
table,feel,0.9999999999999998
boys,feel,0.3779644730092272
evening,feel,0.9999999999999998
sight,feel,0.4879500364742666
body,feel,0.4879500364742666
called,feel,0.4879500364742666
answered,feel,0.3779644730092272
nice,feel,0.6546536707079771
hall,feel,0.4879500364742666
cried,feel,0.4879500364742666
home,feel,0.4879500364742666
caught,feel,0.4879500364742666
ran,feel,0.4879500364742666
sky,feel,0.6546536707079771
hat,feel,0.9999999999999998
windows,feel,0.9999999999999998
water,feel,0.6546536707079771
sitting,feel,0.6546536707079771
waiting,feel,0.6546536707079771
tea,feel,0.4879500364742666
woman,feel,0.9999999999999998
dinner,feel,0.6546536707079771
walked,feel,0.6546536707079771
remember,feel,0.9999999999999998
talking,feel,0.6546536707079771
top,feel,0.3779644730092272
thinking,feel,0.6546536707079771
passed,feel,0.6546536707079771
matter,feel,0.4879500364742666
pink,feel,0.6546536707079771
world,feel,0.6546536707079771
sat,feel,0.9999999999999998
people,feel,0.9999999999999998
don’t,feel,0.2927700218845599
corner,feel,0.6546536707079771
moment,feel,0.9999999999999998
wall,feel,0.6546536707079771
god,feel,0.6546536707079771
person,feel,0.3779644730092272
real,feel,0.4879500364742666
house,feel,0.9999999999999998
memory,feel,0.6546536707079771
child,feel,0.4879500364742666
morning,feel,0.9999999999999998
country,feel,0.6546536707079771
women,feel,0.9999999999999998
stood,feel,0.6546536707079771
talk,feel,0.6546536707079771
didn’t,feel,0.2927700218845599
i’m,feel,0.2927700218845599
understand,feel,0.4879500364742666
spoke,feel,0.4879500364742666
call,feel,0.3779644730092272
it’s,feel,0.2927700218845599
fell,feel,0.6546536707079771
letter,feel,0.4879500364742666
that’s,feel,0.3779644730092272
late,feel,0.6546536707079771
chair,feel,0.6546536707079771
smiling,feel,0.3779644730092272
smiled,feel,0.4879500364742666
can’t,feel,0.2927700218845599
sit,feel,0.9999999999999998
pleasure,feel,0.3779644730092272
street,feel,0.9999999999999998
poor,feel,0.9999999999999998
set,feel,0.4879500364742666
church,feel,0.4879500364742666
silence,feel,0.6546536707079771
fine,feel,0.4879500364742666
mind,feel,0.9999999999999998
happened,feel,0.3779644730092272
children,feel,0.6546536707079771
couldn’t,feel,0.21821789023599236
suddenly,feel,0.6546536707079771
girl,feel,0.6546536707079771
taking,feel,0.6546536707079771
life,feel,0.9999999999999998
feeling,feel,0.3779644730092272
sin,feel,0.3779644730092272
arm,feel,0.4879500364742666
half,feel,0.9999999999999998
front,feel,0.3779644730092272
saint,feel,0.3779644730092272
family,feel,0.3779644730092272
times,feel,0.4879500364742666
appeared,feel,0.4879500364742666
carriage,feel,0.6546536707079771
aunt,feel,0.4879500364742666
josephine,feel,0.21821789023599236
smile,feel,0.4879500364742666
idea,feel,0.3779644730092272
simply,feel,0.4879500364742666
form,feel,0.4879500364742666
girls,feel,0.6546536707079771
sense,feel,0.4879500364742666
afternoon,feel,0.6546536707079771
flanders,feel,0.21821789023599236
de,feel,0.3779644730092272
sort,feel,0.4879500364742666
miss,feel,0.6546536707079771
jacob,feel,0.21821789023599236
i’ve,feel,0.21821789023599236
blue,talking,0.3333333333333333
love,talking,0.6546536707079771
dark,talking,0.6546536707079771
lay,talking,0.6546536707079771
fellow,talking,0.3333333333333333
sleep,talking,0.3333333333333333
flowers,talking,0.6546536707079771
yellow,talking,0.6546536707079771
soft,talking,0.3333333333333333
slowly,talking,0.6546536707079771
beneath,talking,0.3333333333333333
grey,talking,0.6546536707079771
ah,talking,0.3333333333333333
phrase,talking,0.3333333333333333
standing,talking,0.3333333333333333
coming,talking,0.3333333333333333
road,talking,0.3333333333333333
boy,talking,0.74535599249993
father,talking,0.74535599249993
told,talking,0.3333333333333333
looked,talking,1
rose,talking,0.6546536707079771
mother,talking,0.5773502691896257
brought,talking,1
paper,talking,1
table,talking,0.6546536707079771
stephen,talking,0.21821789023599236
boys,talking,0.5773502691896257
evening,talking,0.6546536707079771
body,talking,0.74535599249993
answered,talking,0.5773502691896257
dedalus,talking,0.21821789023599236
nice,talking,0.3333333333333333
hall,talking,0.74535599249993
caught,talking,0.74535599249993
ran,talking,0.74535599249993
sky,talking,1
hat,talking,0.6546536707079771
windows,talking,0.6546536707079771
water,talking,0.3333333333333333
sitting,talking,1
waiting,talking,0.3333333333333333
tea,talking,0.74535599249993
woman,talking,0.6546536707079771
dinner,talking,0.3333333333333333
walked,talking,0.3333333333333333
remember,talking,0.6546536707079771
feel,talking,0.6546536707079771
top,talking,0.5773502691896257
thinking,talking,0.3333333333333333
passed,talking,0.3333333333333333
matter,talking,0.74535599249993
pink,talking,1
world,talking,0.3333333333333333
sat,talking,0.6546536707079771
people,talking,0.6546536707079771
corner,talking,1
moment,talking,0.6546536707079771
wall,talking,0.3333333333333333
god,talking,0.3333333333333333
person,talking,0.5773502691896257
real,talking,0.74535599249993
house,talking,0.6546536707079771
memory,talking,0.3333333333333333
child,talking,0.74535599249993
morning,talking,0.6546536707079771
country,talking,1
women,talking,0.6546536707079771
stood,talking,0.3333333333333333
talk,talking,0.3333333333333333
understand,talking,0.74535599249993
call,talking,0.5773502691896257
fell,talking,0.3333333333333333
late,talking,0.3333333333333333
chair,talking,0.3333333333333333
smiling,talking,0.5773502691896257
smiled,talking,0.74535599249993
sit,talking,0.6546536707079771
pleasure,talking,0.5773502691896257
street,talking,0.6546536707079771
poor,talking,0.6546536707079771
church,talking,0.74535599249993
silence,talking,0.3333333333333333
fine,talking,0.74535599249993
mind,talking,0.6546536707079771
happened,talking,0.5773502691896257
children,talking,0.3333333333333333
couldn’t,talking,0.3333333333333333
suddenly,talking,1
girl,talking,0.3333333333333333
taking,talking,1
life,talking,0.6546536707079771
feeling,talking,0.5773502691896257
sin,talking,0.5773502691896257
arm,talking,0.74535599249993
half,talking,0.6546536707079771
front,talking,0.5773502691896257
family,talking,0.5773502691896257
times,talking,0.74535599249993
appeared,talking,0.74535599249993
carriage,talking,0.3333333333333333
aunt,talking,0.74535599249993
josephine,talking,0.3333333333333333
smile,talking,0.74535599249993
idea,talking,0.5773502691896257
simply,talking,0.74535599249993
form,talking,0.74535599249993
girls,talking,1
afternoon,talking,0.3333333333333333
cranly,talking,0.21821789023599236
flanders,talking,0.3333333333333333
combray,talking,0.21821789023599236
mme,talking,0.21821789023599236
sort,talking,0.74535599249993
françoise,talking,0.21821789023599236
swann,talking,0.21821789023599236
miss,talking,0.3333333333333333
verdurin,talking,0.21821789023599236
odette,talking,0.21821789023599236
jacob,talking,0.3333333333333333
kezia,talking,0.21821789023599236
blue,top,0.5773502691896257
love,top,0.3779644730092272
light,top,0.3779644730092272
days,top,0.3779644730092272
heart,top,0.3779644730092272
beautiful,top,0.7745966692414833
soul,top,0.3779644730092272
death,top,0.3779644730092272
dark,top,0.3779644730092272
lay,top,0.3779644730092272
found,top,0.5773502691896257
fellow,top,0.5773502691896257
hair,top,0.3779644730092272
dear,top,0.3779644730092272
day,top,0.3779644730092272
sleep,top,0.5773502691896257
pale,top,0.7745966692414833
flowers,top,0.3779644730092272
yellow,top,0.3779644730092272
wind,top,0.3779644730092272
play,top,0.5773502691896257
soft,top,0.5773502691896257
book,top,0.3779644730092272
read,top,0.3779644730092272
fire,top,0.5773502691896257
desire,top,0.5773502691896257
run,top,0.5773502691896257
slowly,top,0.3779644730092272
true,top,0.7745966692414833
beneath,top,0.5773502691896257
garden,top,0.3779644730092272
lips,top,0.7745966692414833
bed,top,0.3779644730092272
grey,top,0.3779644730092272
word,top,0.3779644730092272
friends,top,0.3779644730092272
words,top,0.3779644730092272
round,top,0.3779644730092272
rest,top,0.5773502691896257
arms,top,0.3779644730092272
ah,top,0.5773502691896257
sun,top,0.3779644730092272
sound,top,0.5773502691896257
strange,top,0.3779644730092272
phrase,top,0.5773502691896257
beauty,top,0.5773502691896257
standing,top,0.5773502691896257
speak,top,0.3779644730092272
close,top,0.7745966692414833
cold,top,0.5773502691896257
coming,top,0.5773502691896257
road,top,0.5773502691896257
boy,top,0.7745966692414833
father,top,0.7745966692414833
told,top,0.5773502691896257
looked,top,0.5773502691896257
rose,top,0.3779644730092272
warm,top,0.7745966692414833
mother,top,0.9999999999999998
brought,top,0.5773502691896257
paper,top,0.5773502691896257
table,top,0.3779644730092272
stephen,top,0.3779644730092272
boys,top,0.9999999999999998
evening,top,0.3779644730092272
sight,top,0.7745966692414833
body,top,0.7745966692414833
called,top,0.7745966692414833
answered,top,0.9999999999999998
dedalus,top,0.3779644730092272
nice,top,0.5773502691896257
hall,top,0.7745966692414833
cried,top,0.7745966692414833
home,top,0.7745966692414833
caught,top,0.7745966692414833
ran,top,0.7745966692414833
sky,top,0.5773502691896257
hat,top,0.3779644730092272
windows,top,0.3779644730092272
water,top,0.5773502691896257
sitting,top,0.5773502691896257
waiting,top,0.5773502691896257
tea,top,0.7745966692414833
woman,top,0.3779644730092272
dinner,top,0.5773502691896257
walked,top,0.5773502691896257
remember,top,0.3779644730092272
feel,top,0.3779644730092272
talking,top,0.5773502691896257
thinking,top,0.5773502691896257
passed,top,0.5773502691896257
matter,top,0.7745966692414833
pink,top,0.5773502691896257
world,top,0.5773502691896257
sat,top,0.3779644730092272
people,top,0.3779644730092272
don’t,top,0.2581988897471611
corner,top,0.5773502691896257
moment,top,0.3779644730092272
wall,top,0.5773502691896257
god,top,0.5773502691896257
person,top,0.9999999999999998
real,top,0.7745966692414833
house,top,0.3779644730092272
memory,top,0.5773502691896257
child,top,0.7745966692414833
morning,top,0.3779644730092272
country,top,0.5773502691896257
women,top,0.3779644730092272
stood,top,0.5773502691896257
talk,top,0.5773502691896257
didn’t,top,0.2581988897471611
i’m,top,0.2581988897471611
understand,top,0.7745966692414833
spoke,top,0.7745966692414833
call,top,0.9999999999999998
it’s,top,0.2581988897471611
fell,top,0.5773502691896257
letter,top,0.7745966692414833
late,top,0.5773502691896257
chair,top,0.5773502691896257
smiling,top,0.9999999999999998
smiled,top,0.7745966692414833
can’t,top,0.2581988897471611
sit,top,0.3779644730092272
pleasure,top,0.9999999999999998
street,top,0.3779644730092272
poor,top,0.3779644730092272
set,top,0.7745966692414833
church,top,0.7745966692414833
silence,top,0.5773502691896257
fine,top,0.7745966692414833
mind,top,0.3779644730092272
happened,top,0.9999999999999998
children,top,0.5773502691896257
couldn’t,top,0.5773502691896257
suddenly,top,0.5773502691896257
girl,top,0.5773502691896257
